;id;name;price;descr_short;imagen;brand;features
21;lbt_1;Lindemans Framboise 25 cl.;2.4;Lambic / Framboise;https://www.labirratorium.com/62-large_default/lindemans-framboise.jpg;Lindemans;{'Estilo': 'FRAMBOISE', 'Origen': 'Bélgica', '% Alc.': '2.5\nBAJO (2.5-4%)', 'Otros ingredientes': 'Frambuesa', 'Volumen (cl)': '25 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'IBU': '0-25 Amargor bajo\n12', 'Color': 'Rosa', 'Envase': 'Botella'}
22;lbt_1;Achel Brune;2.75;Belgian Dubbel;https://www.labirratorium.com/12481-large_default/achel-brune.jpg;Brouwerij der Trappistenabdij De Achelse Kluis (Achel);{'Estilo': 'DUBBEL', 'Origen': 'Bélgica', '% Alc.': '8\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo\n24', 'Color': 'Marrón', 'Envase': 'Botella'}
23;lbt_1;Laugar Ziztada;5.7;Session IPA;https://www.labirratorium.com/10076-large_default/laugar-ziztada.jpg;Laugar;{'Estilo': 'SESSION IPA', 'Origen': 'Bizkaia', '% Alc.': '4.0\nBAJO (2.5-4%)', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada, Trigo y Avena', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo pálido', 'Envase': 'Lata'}
24;lbt_1;Ayinger Celebrator;2.25;Doppelbock;https://www.labirratorium.com/899-large_default/ayinger-celebrator.jpg;Ayinger;{'Estilo': 'DOPPELBOCK', 'Origen': 'Alemania', '% Alc.': '6.7\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo\n24', 'Color': 'Marrón', 'Envase': 'Botella'}
25;lbt_1;Pilsner Urquell;1.6;Pilsner;https://www.labirratorium.com/848-large_default/pilsner-urquell-.jpg;Pilsner Urquell- Plzensky Prazdroj (SABMiller);{'Estilo': 'PILSNER ', 'Origen': 'República Checa', '% Alc.': '4.4\nMEDIO (4-6%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager', 'Maltas': 'Cebada', 'Lúpulos': 'Saaz', 'IBU': '25-50 Amargor medio\n39', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}
26;lbt_1;Aecht Schlenkerla Rauchbier Doppelbock;3.05;Rauchbier / Doppelbock;https://www.labirratorium.com/777-large_default/schlenkerla-doppelbock.jpg;Schlenkerla;{'Estilo': 'RAUCHBIER', 'Origen': 'Alemania', '% Alc.': '8\nALTO (6-9%)', 'Volumen (cl)': '50 Cl', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n40\n40', 'Color': 'Marrón', 'Envase': 'Botella'}
27;lbt_1;Flying Dog Doggie Style Pale Ale;2.95;American Pale Ale;https://www.labirratorium.com/238-large_default/flying-dog-doggie-style.jpg;Flying Dog;{'Estilo': 'APA (AMERICAN PALE ALE)', 'Origen': 'EEUU', '% Alc.': '5.5\nMEDIO (4-6%)', 'Volumen (cl)': '35.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': '120 L Caramel', 'Lúpulos': 'Northern Brewer, Cascade, Simcoe, Citra. Dry hop de Cascade', 'IBU': '25-50 Amargor medio\n35', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'Levadura': 'American Ale'}
28;lbt_1;Straffe Hendrik Tripel;3.5;Cerveza rubia estilo Tripel de abadía;https://www.labirratorium.com/89-large_default/straffe-hendrik-tripel.jpg;De Halve Maan-Straffe Hendrik;{'Estilo': 'TRIPEL', 'Origen': 'Bélgica', '% Alc.': '9\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}
29;lbt_1;Chimay Azul 33 cl;3.2;Belgian Strong Dark Ale;https://www.labirratorium.com/87-large_default/chimay-azul-33.jpg;Chimay;{'Origen': 'Bélgica', '% Alc.': '9\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n35', 'Color': 'Marrón', 'Envase': 'Botella\nLata'}
30;lbt_1;La Chouffe 33 cl.;2.65;Belgian Strong Golden Ale;https://www.labirratorium.com/80-large_default/la-chouffe33.jpg;Brasserie d'Achouffe (Duvel-Moortgat);{'Estilo': 'BELGIAN GOLDEN STRONG', 'Origen': 'Bélgica', '% Alc.': '8\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}
31;lbt_1;Weihenstephaner HefeWeizen;2.5;Hefeweizen;https://www.labirratorium.com/12700-large_default/weihenstephaner-hefeweizen.jpg;Weihenstephan;{'Estilo': 'TRIGO ALEMÁN (WEISSBIER / HEFEWEIZEN)', 'Origen': 'Alemania', '% Alc.': '5.4\nMEDIO (4-6%)', 'Otros ingredientes': 'Trigo', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}
32;lbt_1;Anchor Old Foghorn Ale;4.55;Cerveza estilo Barleywine. De color oscuro, aromas a fruta madura, plátano y caramelo. Ideal para después de comer como cerveza de postre o para acompañar dulces. ;https://www.labirratorium.com/40-large_default/anchor-old-foghorn-ale.jpg;Anchor Brewing Company (Sapporo);{'Estilo': 'AMERICAN BARLEYWINE', 'Origen': 'Estados Unidos', '% Alc.': '8,8\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale', 'Maltas': '2-Row Pale y Caramelo', 'Lúpulos': 'Cascade', 'IBU': '50-75 Amargor alto\n70', 'Color': 'Marrón', 'Envase': 'Botella'}
33;lbt_1;Achel Blonde;2.75;Belgian Strong Golden Ale;https://www.labirratorium.com/12479-large_default/achel-blonde.jpg;Brouwerij der Trappistenabdij De Achelse Kluis (Achel);{'Estilo': 'BELGIAN GOLDEN STRONG', 'Origen': 'Bélgica', '% Alc.': '8\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '0-25 Amargor bajo\n20', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}
34;lbt_1;Ayinger Kellerbier;2.7;Kellerbier;https://www.labirratorium.com/1436-large_default/ayinger-kellerbier-50cl.jpg;Ayinger;{'Estilo': 'KELLERBIER', 'Origen': 'Alemania', '% Alc.': '4.9\nMEDIO (4-6%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}
35;lbt_1;Aecht Schlenkerla Rauchbier Urbock;2.6;Rauchbier / Lager;https://www.labirratorium.com/1133-large_default/schlenkerla-urbock.jpg;Schlenkerla;{'Estilo': 'RAUCHBIER', 'Origen': 'Alemania', '% Alc.': '6.5\nALTO (6-9%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n40', 'Color': 'Marrón', 'Envase': 'Botella'}
36;lbt_1;Mikkeller Drinkin in the Sun;3.6;Sin Alcohol / American Wheat Ale;https://www.labirratorium.com/20420-large_default/mikkeller-drinkin-in-the-sun.jpg;Mikkeller;{'Estilo': 'AMERICAN WHEAT\nSIN ALCOHOL', 'Origen': 'Dinamarca', '% Alc.': '0.3\nSIN ALCOHOL (0-1%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Trigo, Pale y Cara Red', 'Lúpulos': 'Amarillo y Tettnanger', 'IBU': '25-50 Amargor medio\n37', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}
37;lbt_1;De Ranke Kriek 75cl;13.95;Cerveza lambic estilo Kriek, con cerezas naturales;https://www.labirratorium.com/1298-large_default/de-ranke-kriek-75cl.jpg;Brouwerij De Ranke;{'Origen': 'Bélgica', '% Alc.': '7', 'Otros ingredientes': 'Cerezas naturales', 'Volumen (cl)': '75', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)'}
38;lbt_1;DouGall's Raquera;2.45;Pilsen;https://www.labirratorium.com/9072-large_default/dougall-s-raquera.jpg;Cerveza Dougall's;{'Estilo': 'PILSNER ', 'Origen': 'Cantabria', '% Alc.': '5\nMEDIO (4-6%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager', 'Maltas': 'Pilsen', 'Lúpulos': 'Sterling y Sorachi Ace', 'IBU': '0-25 Amargor bajo\n25', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}
39;lbt_1;Trappistes Rochefort 8;2.9;Belgian Strong Dark Ale;https://www.labirratorium.com/93-large_default/rochefort-trappistes-8.jpg;Rochefort;{'Estilo': 'BELGIAN DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': '9.2\nMUY ALTO (+10%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'Color': 'Marrón', 'Envase': 'Botella'}
40;lbt_1;Tripel Karmeliet 75cl;6.5;Tripel;https://www.labirratorium.com/92-large_default/tripel-karmeliet75.jpg;Brouwerij Bosteels (AB InBev);{'Estilo': 'TRIPEL', 'Origen': 'Bélgica', '% Alc.': '8.4\nALTO (6-9%)', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada, Avena y Trigo', 'IBU': '0-25 Amargor bajo\n16', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}
41;lbt_1;St. Bernardus Abt 12;2.85;Belgian Dark Strong Ale;https://www.labirratorium.com/83-large_default/st-bernardus-abt-12.jpg;St. Bernardus ;{'Estilo': 'BELGIAN DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': '10\nMUY ALTO (+10%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo\n22', 'Color': 'Marrón', 'Envase': 'Botella'}
42;lbt_1;Schneider Weisse Tap 3 Mein Alkoholfreies 50cl;2.2;Sin Alcohol / Hefeweizen;https://www.labirratorium.com/46-large_default/schneide-tap-3.jpg;Schneider;{'Estilo': 'SIN ALCOHOL', '% Alc.': '0,3%\nSIN ALCOHOL (0-1%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Trigo y Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}
43;lbt_1;Caleya Goma 2;3.3;India Pale Ale;https://www.labirratorium.com/2759-large_default/caleya-goma-2.jpg;Cerveza Caleya;{'Estilo': 'IPA (INDIA PALE ALE)', 'Origen': 'Asturias', '% Alc.': '6.3\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Maris Otter', 'Lúpulos': 'Citra y Mosaic', 'IBU': '25-50 Amargor medio\n42', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}
44;lbt_1;Hanssens Oude Kriek 37,5 cl.;9.65;Lambic / Kriek;https://www.labirratorium.com/1800-large_default/hanssens-oude-kriek.jpg;Hanssens;{'Estilo': 'KRIEK', 'Origen': 'Bélgica', '% Alc.': '6\nMEDIO (4-6%)', 'Otros ingredientes': 'Cerezas', 'Volumen (cl)': '37.5 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Botella'}
45;lbt_1;Cantillon Gueuze 100% Lambic Bio 75 cl.;18.95;Lambic / Gueuze ;https://www.labirratorium.com/1750-large_default/cantillon-gueuze-lambic-bio-37.jpg;Cantillon;{'Estilo': 'GUEUZE', 'Origen': 'Bélgica', '% Alc.': '5\nMEDIO (4-6%)', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}
46;lbt_1;Les Trois Mousquetaires Porter Baltique;14.35;Baltic Porter;https://www.labirratorium.com/1735-large_default/les-trois-mousquetaires-porter-baltique-75.jpg;Les Trois Mousquetaires;{'Estilo': 'BALTIC PORTER', 'Origen': 'Canadá', '% Alc.': '10\nMUY ALTO (+10%)', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n27', 'Color': 'Negro', 'Envase': 'Botella'}
47;lbt_1;Brewdog Punk IPA;2.95;India Pale Ale;https://www.labirratorium.com/14452-large_default/brewdog-punk-ipa.jpg;Brewdog;{'Estilo': 'IPA (INDIA PALE ALE)', 'Origen': 'Escocia', '% Alc.': '5.6\nMEDIO (4-6%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale', 'Maltas': 'Marris Otter Extra Pale Malt', 'Lúpulos': 'Chinook, Simcoe, Ahtanum, Nelson Sauvin', 'IBU': '25-50 Amargor medio\n45', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}
48;lbt_1;Gulden Draak;2.95;Belgian Strong Dark Ale;https://www.labirratorium.com/86-large_default/gulden-draak.jpg;Van Steenberge;{'Estilo': 'BELGIAN DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': '10,5\nMUY ALTO (+10%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n30', 'Color': 'Marrón', 'Envase': 'Botella'}
49;lbt_1;Straffe Hendrik Quadrupel;3.95;Quadrupel;https://www.labirratorium.com/88-large_default/straffe-hendrik-brugs-quadrupel.jpg;De Halve Maan-Straffe Hendrik;{'Estilo': 'QUADRUPEL / DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': '11\nMUY ALTO (+10%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Marrón', 'Envase': 'Botella'}
50;lbt_1;Schneider Tap 6 Aventinus;2.3;Weizendoppelbock;https://www.labirratorium.com/11199-large_default/schneider-tap-6.jpg;Schneider;{'Estilo': 'TRIGO ALEMÁN (WEIZENDOPPELBOCK)', 'Origen': 'Alemania', '% Alc.': '8,2', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Trigo y Cebada', 'IBU': '16', 'Color': 'Ámbar', 'Envase': 'Botella'}
51;lbt_1;Hanssens Oudbeitje 37,5 cl.;9.95;Lambic / Fruit;https://www.labirratorium.com/3812-large_default/hanssens-oudbeitje.jpg;Hanssens;{'Estilo': 'FRUIT LAMBIC', 'Origen': 'Bélgica', '% Alc.': '6\nMEDIO (4-6%)', 'Otros ingredientes': 'Fresas', 'Volumen (cl)': '37.5 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}
52;lbt_1;Founders Dirty Bastard;3.55;Scotch Ale;https://www.labirratorium.com/1360-large_default/founders-dirty-bastard.jpg;Founders Brewery ;{'Estilo': 'SCOTCH ALE', 'Origen': 'Michigan, EEUU', '% Alc.': '8.5\nALTO (6-9%)', 'Volumen (cl)': '35.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n50', 'Color': 'Marrón', 'Envase': 'Botella'}
53;lbt_1;Blanche de Namur 75cl;5.05;Witbier;https://www.labirratorium.com/12375-large_default/blanche-de-namur.jpg;Brasserie Du Bocq;{'Estilo': 'TRIGO BELGA (WITBIER)', 'Origen': 'Bélgica', '% Alc.': '4.5\nMEDIO (4-6%)', 'Otros ingredientes': 'Piel de Naranja y Semillas de Cillantro', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo\n11', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}
